state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,year_2
Alabama,Jefferson,2001,365,13,251,71,22,8,0,265,144,80,64,0,43,256,2,2001
Arizona,Gila,2001,121,84,37,0,0,0,0,95,65,37,0,0,0,111,10,2001
Arizona,Maricopa,2001,365,25,256,71,13,0,0,185,122,80,0,68,200,70,27,2001
Arizona,Pinal,2001,223,102,98,23,0,0,0,147,101,52,0,0,151,72,0,2001
Arizona,Yavapai,2001,316,166,136,14,0,0,0,122,90,50,0,0,294,20,2,2001
Arkansas,Arkansas,2001,103,42,61,0,0,0,0,94,72,57,0,0,0,103,0,2001
Arkansas,Pulaski,2001,365,68,264,29,4,0,0,156,100,63,0,2,96,267,0,2001
California,Butte,2001,365,122,192,43,8,0,0,159,111,61,0,4,209,151,1,2001
California,Contra Costa,2001,365,221,118,20,6,0,0,192,86,46,0,28,200,136,1,2001
California,Fresno,2001,365,15,125,113,91,21,0,263,190,119,2,9,236,118,0,2001
California,Imperial,2001,365,98,196,52,15,3,1,548,126,66,44,44,210,39,28,2001
California,Kern,2001,365,24,137,101,90,13,0,230,179,108,0,18,214,127,6,2001
California,Kings,2001,361,149,136,52,23,1,0,202,133,58,0,48,249,48,16,2001
California,Los Angeles,2001,365,13,166,127,48,11,0,230,163,101,2,55,146,161,1,2001
California,Madera,2001,359,213,95,42,9,0,0,169,119,46,0,47,312,0,0,2001
California,Mariposa,2001,346,187,92,60,7,0,0,182,122,49,0,0,335,6,5,2001
California,Mendocino,2001,365,347,17,1,0,0,0,108,44,31,1,52,271,33,8,2001
California,Merced,2001,357,152,116,62,27,0,0,200,143,63,0,11,308,34,4,2001
California,Monterey,2001,365,331,32,2,0,0,0,129,49,35,0,16,302,37,10,2001
California,Nevada,2001,365,156,139,50,19,1,0,201,129,56,0,0,334,29,2,2001
California,Orange,2001,365,80,224,50,11,0,0,179,115,66,0,45,96,224,0,2001
California,Placer,2001,365,211,93,37,23,1,0,202,133,46,0,79,261,25,0,2001
California,Riverside,2001,365,30,134,99,77,24,1,500,187,110,0,26,164,169,6,2001
California,Sacramento,2001,365,121,163,56,23,2,0,203,143,61,2,20,206,131,6,2001
California,San Diego,2001,365,13,261,76,14,1,0,212,129,77,1,26,130,207,1,2001
California,San Luis Obispo,2001,365,254,99,11,1,0,0,153,84,44,0,25,307,25,8,2001
California,Santa Barbara,2001,365,208,119,36,1,1,0,201,101,49,0,9,331,25,0,2001
California,Santa Cruz,2001,365,327,36,2,0,0,0,108,51,36,0,5,314,41,5,2001
California,Sutter,2001,365,234,102,26,3,0,0,169,97,44,5,67,260,28,5,2001
California,Tulare,2001,365,94,99,93,77,2,0,206,166,95,0,22,273,66,4,2001
California,Ventura,2001,365,138,143,61,21,2,0,208,137,63,0,34,270,61,0,2001
Colorado,Denver,2001,365,83,263,17,2,0,0,160,86,57,0,161,58,134,12,2001
Colorado,Pueblo,2001,125,87,38,0,0,0,0,87,57,43,0,0,0,119,6,2001
Colorado,Teller,2001,287,284,3,0,0,0,0,57,31,20,0,0,0,0,287,2001
Connecticut,New Haven,2001,365,68,260,23,12,2,0,229,101,64,0,32,72,250,11,2001
Country Of Mexico,BAJA CALIFORNIA NORTE,2001,365,71,136,93,36,27,2,494,192,90,85,93,129,0,58,2001
Country Of Mexico,SONORA,2001,59,19,37,3,0,0,0,130,89,59,0,0,0,0,59,2001
Delaware,New Castle,2001,365,59,254,32,20,0,0,192,112,67,0,10,87,268,0,2001
Florida,Miami-Dade,2001,365,164,194,6,1,0,0,179,67,52,0,9,87,269,0,2001
Florida,Osceola,2001,364,320,36,7,1,0,0,151,58,34,0,0,364,0,0,2001
Georgia,Bibb,2001,281,137,125,15,3,1,0,204,89,51,0,0,177,103,1,2001
Georgia,Clarke,2001,100,18,79,2,1,0,0,175,86,63,0,0,0,100,0,2001
Georgia,Clayton,2001,112,16,92,4,0,0,0,138,87,63,0,0,0,112,0,2001
Georgia,DeKalb,2001,365,46,270,37,12,0,0,195,112,66,0,16,74,275,0,2001
Georgia,Douglas,2001,263,166,70,22,5,0,0,185,101,44,0,0,239,0,24,2001
Georgia,Fayette,2001,245,156,63,23,3,0,0,177,101,44,0,0,245,0,0,2001
Georgia,Floyd,2001,108,29,77,2,0,0,0,126,83,60,0,0,0,96,12,2001
Georgia,Fulton,2001,365,51,273,34,7,0,0,195,105,66,0,46,64,248,7,2001
Georgia,Gwinnett,2001,187,109,66,10,1,1,0,203,93,44,0,0,153,34,0,2001
Georgia,Houston,2001,47,13,33,1,0,0,0,123,72,57,0,0,0,47,0,2001
Georgia,Murray,2001,261,145,90,24,2,0,0,174,100,48,0,0,230,31,0,2001
Georgia,Muscogee,2001,286,129,134,21,2,0,0,157,93,53,0,0,178,107,1,2001
Georgia,Walker,2001,61,12,49,0,0,0,0,97,82,58,0,0,0,56,5,2001
Idaho,Bannock,2001,363,246,104,13,0,0,0,140,77,39,0,0,0,278,85,2001
Idaho,Canyon,2001,365,295,63,5,2,0,0,166,59,35,171,0,0,86,108,2001
Idaho,Power,2001,354,78,271,4,1,0,0,164,79,60,0,0,0,320,34,2001
Idaho,Shoshone,2001,327,270,54,3,0,0,0,133,61,21,0,0,0,113,214,2001
Illinois,Cook,2001,365,31,275,48,11,0,0,195,115,71,0,63,49,244,9,2001
Illinois,Madison,2001,365,134,189,37,5,0,0,161,101,60,0,0,178,109,78,2001
Indiana,Bartholomew,2001,222,211,11,0,0,0,0,61,43,19,0,0,0,0,222,2001
Indiana,Clark,2001,263,106,128,24,5,0,0,177,101,58,0,0,167,95,1,2001
Indiana,Floyd,2001,256,131,115,9,1,0,0,152,85,50,0,0,161,95,0,2001
Indiana,Hamilton,2001,183,99,52,28,4,0,0,195,115,49,0,0,183,0,0,2001
Indiana,Hancock,2001,183,99,51,25,8,0,0,192,119,49,0,0,183,0,0,2001
Indiana,Hendricks,2001,183,99,57,25,2,0,0,159,108,48,0,0,183,0,0,2001
Indiana,Johnson,2001,179,95,64,19,1,0,0,151,101,49,0,0,179,0,0,2001
Indiana,Lake,2001,365,38,262,52,13,0,0,179,122,70,0,2,66,292,5,2001
Indiana,Marion,2001,365,49,270,40,6,0,0,182,105,69,0,1,76,288,0,2001
Indiana,Morgan,2001,183,93,65,23,2,0,0,159,105,49,0,0,183,0,0,2001
Indiana,Posey,2001,179,100,60,19,0,0,0,133,105,49,0,0,179,0,0,2001
Indiana,Warrick,2001,183,94,67,21,1,0,0,164,105,50,0,0,183,0,0,2001
Iowa,Black Hawk,2001,121,55,65,1,0,0,0,149,78,52,0,0,0,115,6,2001
Kentucky,Bell,2001,312,193,99,18,2,0,0,159,87,45,49,0,216,45,2,2001
Kentucky,Bullitt,2001,358,185,135,36,2,0,0,187,101,49,0,94,176,87,1,2001
Kentucky,Carter,2001,282,143,124,15,0,0,0,130,87,50,0,0,196,86,0,2001
Kentucky,Daviess,2001,364,229,124,10,1,0,0,172,77,42,0,76,162,101,25,2001
Kentucky,Jefferson,2001,365,50,263,49,3,0,0,155,105,69,0,12,65,287,1,2001
Kentucky,Muhlenberg,2001,245,138,77,28,2,0,0,185,105,47,0,19,226,0,0,2001
Kentucky,Oldham,2001,242,145,69,24,4,0,0,166,108,46,0,0,242,0,0,2001
Kentucky,Pike,2001,355,211,130,14,0,0,0,136,82,45,0,0,179,89,87,2001
Louisiana,St. Bernard,2001,359,249,98,12,0,0,0,147,71,44,0,0,275,84,0,2001
Maryland,Anne Arundel,2001,362,195,124,22,18,3,0,206,108,48,0,2,273,87,0,2001
Maryland,Baltimore (City),2001,365,73,262,24,6,0,0,172,94,64,0,18,23,322,2,2001
Maryland,Dorchester,2001,364,257,66,32,8,1,0,201,108,40,0,0,364,0,0,2001
Michigan,Allegan,2001,364,141,187,27,9,0,0,192,100,55,0,0,103,261,0,2001
Michigan,Chippewa,2001,116,79,37,0,0,0,0,96,68,38,0,0,0,116,0,2001
Michigan,Clinton,2001,183,125,41,13,4,0,0,177,100,43,0,0,183,0,0,2001
Michigan,Monroe,2001,111,32,74,5,0,0,0,132,87,58,0,0,0,111,0,2001
Michigan,Muskegon,2001,243,139,78,17,9,0,0,190,105,47,0,0,150,93,0,2001
Michigan,Wayne,2001,365,68,245,41,11,0,0,179,112,68,0,32,48,276,9,2001
Missouri,Buchanan,2001,122,38,84,0,0,0,0,100,75,55,0,0,0,105,17,2001
Missouri,Maries,2001,78,18,46,9,4,0,1,1128,141,59,0,0,0,78,0,2001
Missouri,Saint Louis,2001,365,203,128,27,7,0,0,164,97,47,0,136,148,81,0,2001
Missouri,St. Louis City,2001,365,60,264,41,0,0,0,147,105,65,1,17,62,255,30,2001
Nebraska,Douglas,2001,365,145,216,4,0,0,0,140,76,54,10,0,51,283,21,2001
New Jersey,Hudson,2001,365,201,138,20,4,2,0,212,91,47,4,168,114,79,0,2001
New Mexico,Bernalillo,2001,365,133,216,16,0,0,0,150,90,56,1,23,241,67,33,2001
New Mexico,Dona Ana,2001,365,101,233,26,4,1,0,240,100,61,0,18,197,150,0,2001
North Carolina,Avery,2001,364,226,121,16,1,0,0,154,90,46,0,0,333,31,0,2001
North Carolina,Caldwell,2001,212,124,66,20,2,0,0,154,105,49,0,0,212,0,0,2001
North Carolina,Caswell,2001,260,103,121,31,5,0,0,174,112,57,0,0,176,84,0,2001
North Carolina,Catawba,2001,123,30,92,1,0,0,0,112,82,60,0,0,0,122,1,2001
North Carolina,Davidson,2001,114,26,85,3,0,0,0,116,81,61,0,0,0,106,8,2001
North Carolina,Davie,2001,212,93,79,30,10,0,0,197,126,61,0,0,212,0,0,2001
North Carolina,Franklin,2001,212,114,69,26,3,0,0,185,108,49,0,0,212,0,0,2001
North Carolina,Granville,2001,213,96,76,37,3,1,0,203,119,54,0,0,213,0,0,2001
North Carolina,Haywood,2001,307,119,153,35,0,0,0,150,105,57,0,0,234,71,2,2001
North Carolina,Jackson,2001,239,86,115,35,3,0,0,169,112,58,0,0,177,62,0,2001
North Carolina,Mecklenburg,2001,365,49,259,46,10,1,0,201,113,64,0,6,106,253,0,2001
North Carolina,Rockingham,2001,213,107,75,23,8,0,0,182,115,50,0,0,213,0,0,2001
North Carolina,Rowan,2001,214,80,69,46,18,1,0,218,150,71,0,0,214,0,0,2001
North Carolina,Yancey,2001,193,75,92,25,1,0,0,151,105,61,0,0,193,0,0,2001
Ohio,Butler,2001,365,69,255,36,5,0,0,195,105,66,0,0,104,261,0,2001
Ohio,Cuyahoga,2001,365,47,259,50,9,0,0,185,110,72,0,15,43,304,3,2001
Ohio,Franklin,2001,365,58,263,35,9,0,0,187,105,66,0,0,86,278,1,2001
Ohio,Hamilton,2001,365,41,276,42,6,0,0,200,112,68,0,4,74,287,0,2001
Ohio,Jefferson,2001,365,64,257,39,4,1,0,202,105,66,8,0,67,288,2,2001
Ohio,Medina,2001,214,129,57,21,7,0,0,195,112,45,0,0,214,0,0,2001
Ohio,Scioto,2001,232,128,92,10,2,0,0,160,87,44,0,0,0,117,115,2001
Oklahoma,Muskogee,2001,365,287,78,0,0,0,0,93,64,22,0,252,0,95,18,2001
Oklahoma,Oklahoma,2001,365,121,208,34,2,0,0,164,100,57,1,38,163,162,1,2001
Oregon,Deschutes,2001,348,277,68,1,2,0,0,178,58,32,31,0,0,304,13,2001
Pennsylvania,Allegheny,2001,365,50,232,59,24,0,0,197,136,72,0,15,57,285,8,2001
Pennsylvania,Franklin,2001,204,84,65,41,14,0,0,182,140,64,0,0,204,0,0,2001
Pennsylvania,Greene,2001,215,103,70,31,11,0,0,169,133,51,17,0,198,0,0,2001
Pennsylvania,Philadelphia,2001,365,58,256,35,13,2,1,328,108,67,0,36,84,245,0,2001
South Carolina,Cherokee,2001,286,189,78,18,1,0,0,177,90,44,0,0,286,0,0,2001
South Carolina,Greenville,2001,365,78,281,5,1,0,0,156,82,61,0,17,0,346,2,2001
South Dakota,Roberts,2001,61,61,0,0,0,0,0,22,15,7,0,46,0,0,15,2001
Tennessee,Anderson,2001,240,140,76,21,3,0,0,177,101,48,0,0,240,0,0,2001
Tennessee,Jefferson,2001,232,130,73,21,8,0,0,182,101,48,0,0,232,0,0,2001
Tennessee,Knox,2001,365,50,269,35,11,0,0,187,108,68,0,0,92,271,2,2001
Tennessee,Putnam,2001,268,125,125,18,0,0,0,147,97,54,0,0,204,64,0,2001
Tennessee,Sevier,2001,363,140,149,61,13,0,0,195,126,61,0,0,363,0,0,2001
Tennessee,Shelby,2001,365,75,248,37,4,1,0,209,105,63,2,23,101,239,0,2001
Tennessee,Sumner,2001,285,121,128,31,5,0,0,195,108,55,0,0,203,82,0,2001
Tennessee,Williamson,2001,245,137,89,19,0,0,0,143,93,48,0,0,245,0,0,2001
Tennessee,Wilson,2001,236,146,71,19,0,0,0,147,97,46,0,0,236,0,0,2001
Texas,El Paso,2001,365,90,232,37,4,1,1,370,104,61,12,35,160,138,20,2001
Texas,Harris,2001,365,69,235,31,17,13,0,235,143,62,0,31,111,218,5,2001
Virgin Islands,St Thomas,2001,54,40,14,0,0,0,0,94,56,31,0,0,0,40,14,2001
Virginia,Bristol City,2001,111,31,78,2,0,0,0,120,84,59,0,0,0,111,0,2001
Virginia,Rockbridge,2001,250,139,97,13,1,0,0,154,87,49,0,0,164,86,0,2001
Virginia,Wythe,2001,210,140,58,12,0,0,0,150,84,46,0,0,210,0,0,2001
Washington,Clallam,2001,356,347,9,0,0,0,0,85,38,26,0,0,332,24,0,2001
Washington,King,2001,365,68,283,13,1,0,0,161,82,56,0,9,16,340,0,2001
Washington,Kittitas,2001,126,122,4,0,0,0,0,58,37,19,0,0,0,57,69,2001
West Virginia,Greenbrier,2001,213,114,85,12,2,0,0,156,93,49,0,0,213,0,0,2001
Wisconsin,Walworth,2001,184,116,50,14,4,0,0,190,100,46,0,0,184,0,0,2001
Wyoming,Albany,2001,365,189,172,4,0,0,0,112,80,50,0,0,357,0,8,2001
Wyoming,Platte,2001,60,59,1,0,0,0,0,62,31,18,0,0,0,0,60,2001
Alabama,Jefferson,2002,365,14,291,49,10,1,0,207,115,71,11,0,62,262,30,2002
Arizona,Gila,2002,226,76,131,14,5,0,0,164,100,61,0,1,143,74,8,2002
Arizona,Maricopa,2002,365,28,248,75,13,1,0,202,122,80,3,93,202,38,29,2002
Arizona,Pinal,2002,365,176,150,38,1,0,0,199,101,51,0,0,327,17,21,2002
Arizona,Yavapai,2002,263,124,108,27,4,0,0,166,105,54,0,0,212,43,8,2002
Arkansas,Arkansas,2002,116,50,65,1,0,0,0,105,72,52,0,0,0,116,0,2002
Arkansas,Pulaski,2002,365,87,247,21,10,0,0,164,100,58,2,22,81,260,0,2002
California,Butte,2002,365,91,187,71,16,0,0,190,133,67,0,0,200,163,2,2002
California,Contra Costa,2002,365,207,124,23,11,0,0,177,96,47,0,25,204,136,0,2002
California,Fresno,2002,365,26,106,116,95,22,0,228,190,126,0,9,234,121,1,2002
California,Imperial,2002,365,86,212,53,13,1,0,227,122,67,29,38,242,39,17,2002
California,Kern,2002,365,11,123,99,114,18,0,216,182,125,0,10,183,171,1,2002
California,Kings,2002,364,152,110,67,35,0,0,200,147,67,0,63,239,49,13,2002
California,Los Angeles,2002,365,22,164,104,53,22,0,241,179,99,4,48,152,158,3,2002
California,Madera,2002,362,210,89,48,14,1,0,205,119,46,0,51,311,0,0,2002
California,Mariposa,2002,364,130,131,79,24,0,0,179,140,61,0,0,292,67,5,2002
California,Mendocino,2002,365,328,33,3,1,0,0,154,51,32,1,54,268,38,4,2002
California,Merced,2002,363,137,96,74,53,3,0,221,161,72,0,35,278,48,2,2002
California,Monterey,2002,365,314,50,1,0,0,0,108,54,37,0,23,298,41,3,2002
California,Nevada,2002,365,167,110,62,23,3,0,208,140,54,0,0,329,33,3,2002
California,Orange,2002,365,56,264,42,3,0,0,169,105,67,0,33,69,263,0,2002
California,Placer,2002,365,193,91,56,21,4,0,210,136,49,0,107,232,25,1,2002
California,Riverside,2002,365,32,149,87,74,23,0,226,185,101,0,13,183,165,4,2002
California,Sacramento,2002,365,80,182,64,34,5,0,216,153,75,0,13,211,138,3,2002
California,San Diego,2002,365,28,262,64,11,0,0,187,117,76,0,33,143,187,2,2002
California,San Luis Obispo,2002,365,252,100,13,0,0,0,143,82,44,0,31,288,24,22,2002
California,Santa Barbara,2002,365,188,142,32,3,0,0,161,100,50,0,1,344,19,1,2002
California,Santa Cruz,2002,365,316,48,1,0,0,0,122,54,36,0,2,325,34,4,2002
California,Sutter,2002,365,216,110,27,12,0,0,195,101,45,3,82,249,25,6,2002
California,Tulare,2002,365,36,133,88,97,11,0,213,177,108,1,15,196,153,0,2002
California,Ventura,2002,365,136,163,53,11,2,0,204,119,61,0,32,275,58,0,2002
Colorado,Denver,2002,365,103,250,12,0,0,0,143,81,55,0,150,84,111,20,2002
Colorado,Pueblo,2002,129,98,31,0,0,0,0,79,55,38,0,0,0,107,22,2002
Colorado,Teller,2002,348,331,17,0,0,0,0,78,42,22,0,0,0,0,348,2002
Connecticut,New Haven,2002,365,89,228,23,19,6,0,230,126,60,0,35,88,232,10,2002
Country Of Mexico,BAJA CALIFORNIA NORTE,2002,365,78,151,77,31,24,4,570,192,84,105,58,153,0,49,2002
Country Of Mexico,SONORA,2002,61,18,41,2,0,0,0,122,87,56,0,0,0,0,61,2002
Delaware,New Castle,2002,365,65,250,33,14,3,0,217,119,61,0,10,91,264,0,2002
Florida,Miami-Dade,2002,365,182,181,2,0,0,0,135,63,51,0,5,80,280,0,2002
Florida,Osceola,2002,360,329,29,2,0,0,0,126,49,33,0,0,360,0,0,2002
Georgia,Bibb,2002,285,126,130,22,7,0,0,195,101,54,0,0,188,97,0,2002
Georgia,Clarke,2002,226,85,113,25,2,1,0,219,105,58,0,0,135,91,0,2002
Georgia,Clayton,2002,107,19,87,1,0,0,0,104,81,60,0,0,0,107,0,2002
Georgia,DeKalb,2002,365,40,279,35,10,1,0,216,106,64,0,6,70,289,0,2002
Georgia,Douglas,2002,263,179,40,27,16,1,0,204,136,40,0,0,242,0,21,2002
Georgia,Fayette,2002,245,181,43,16,5,0,0,197,100,38,0,0,245,0,0,2002
Georgia,Floyd,2002,120,27,92,1,0,0,0,103,80,60,0,0,0,113,7,2002
Georgia,Fulton,2002,365,58,260,33,12,2,0,213,112,63,1,27,76,260,1,2002
Georgia,Gwinnett,2002,263,140,88,28,7,0,0,195,115,48,0,0,217,46,0,2002
Georgia,Houston,2002,55,16,38,1,0,0,0,102,69,56,0,0,0,55,0,2002
Georgia,Murray,2002,276,164,78,26,8,0,0,177,108,47,0,0,211,65,0,2002
Georgia,Muscogee,2002,288,147,134,5,2,0,0,182,79,49,0,0,176,111,1,2002
Georgia,Walker,2002,62,20,42,0,0,0,0,94,78,56,0,0,0,55,7,2002
Idaho,Bannock,2002,356,291,62,3,0,0,0,121,68,25,0,0,0,185,171,2002
Idaho,Canyon,2002,365,242,112,9,2,0,0,171,74,44,39,0,157,67,102,2002
Idaho,Power,2002,345,168,174,3,0,0,0,130,64,51,0,0,0,296,49,2002
Idaho,Shoshone,2002,345,288,50,7,0,0,0,139,68,19,0,0,0,107,238,2002
Illinois,Cook,2002,365,32,281,35,13,4,0,212,115,69,0,88,54,220,3,2002
Illinois,Madison,2002,365,128,184,33,19,1,0,215,122,59,0,0,162,112,91,2002
Indiana,Clark,2002,261,93,127,27,14,0,0,195,133,58,0,0,160,101,0,2002
Indiana,Floyd,2002,262,122,108,19,12,1,0,207,108,53,0,0,163,99,0,2002
Indiana,Hamilton,2002,183,97,51,19,14,2,0,203,147,49,0,0,183,0,0,2002
Indiana,Hancock,2002,183,95,50,20,16,2,0,202,136,49,0,0,183,0,0,2002
Indiana,Hendricks,2002,180,93,53,26,7,1,0,209,133,50,0,0,180,0,0,2002
Indiana,Johnson,2002,183,86,61,27,8,1,0,206,129,54,0,0,183,0,0,2002
Indiana,Lake,2002,365,44,278,24,18,1,0,206,108,66,0,5,69,288,3,2002
Indiana,Marion,2002,365,29,288,30,14,4,0,227,112,68,0,4,80,281,0,2002
Indiana,Morgan,2002,183,79,66,28,10,0,0,190,129,58,0,0,183,0,0,2002
Indiana,Posey,2002,175,86,56,20,12,1,0,201,133,51,0,0,175,0,0,2002
Indiana,Warrick,2002,183,82,56,26,18,1,0,208,151,58,0,0,183,0,0,2002
Iowa,Black Hawk,2002,122,58,64,0,0,0,0,82,72,53,0,0,0,119,3,2002
Kentucky,Bell,2002,264,137,93,26,8,0,0,182,108,50,0,0,217,46,1,2002
Kentucky,Bullitt,2002,364,212,123,21,8,0,0,197,87,44,0,104,171,89,0,2002
Kentucky,Carter,2002,281,140,111,26,4,0,0,172,105,51,0,0,189,92,0,2002
Kentucky,Daviess,2002,365,213,125,22,5,0,0,190,88,42,0,84,166,102,13,2002
Kentucky,Jefferson,2002,365,32,284,31,18,0,0,197,119,65,0,8,71,286,0,2002
Kentucky,Muhlenberg,2002,120,108,12,0,0,0,0,97,51,35,0,14,106,0,0,2002
Kentucky,Oldham,2002,244,158,49,28,9,0,0,200,119,44,0,0,244,0,0,2002
Kentucky,Pike,2002,356,219,118,18,1,0,0,151,79,43,0,0,169,104,83,2002
Louisiana,St. Bernard,2002,360,255,95,9,1,0,0,172,67,40,0,0,273,87,0,2002
Maryland,Anne Arundel,2002,363,174,121,34,24,10,0,215,140,52,0,3,249,111,0,2002
Maryland,Baltimore (City),2002,365,56,276,22,10,1,0,213,98,63,0,15,38,311,1,2002
Maryland,Dorchester,2002,362,243,72,30,15,2,0,203,112,41,0,0,362,0,0,2002
Michigan,Allegan,2002,363,162,161,22,15,3,0,214,105,53,0,0,118,245,0,2002
Michigan,Chippewa,2002,121,78,42,0,1,0,0,152,61,38,0,0,0,121,0,2002
Michigan,Clinton,2002,182,124,42,14,2,0,0,169,97,42,0,0,182,0,0,2002
Michigan,Monroe,2002,114,27,81,5,1,0,0,156,88,61,0,0,0,114,0,2002
Michigan,Muskegon,2002,240,125,88,20,5,2,0,205,108,48,0,0,155,85,0,2002
Michigan,Wayne,2002,365,71,253,30,11,0,0,182,102,65,0,20,52,280,13,2002
Missouri,Buchanan,2002,122,45,75,2,0,0,0,120,72,56,0,0,0,117,5,2002
Missouri,Maries,2002,109,46,63,0,0,0,0,96,74,53,0,0,0,109,0,2002
Missouri,Saint Louis,2002,365,153,169,21,19,3,0,209,112,56,1,75,134,155,0,2002
Missouri,St. Louis City,2002,365,48,262,40,13,2,0,206,122,67,2,17,67,204,75,2002
Nebraska,Douglas,2002,365,155,208,2,0,0,0,112,77,53,11,0,90,241,23,2002
New Jersey,Hudson,2002,365,220,115,23,7,0,0,182,93,45,3,161,108,92,1,2002
New Mexico,Bernalillo,2002,365,127,212,24,0,0,2,403,93,56,0,25,215,52,73,2002
New Mexico,Dona Ana,2002,365,85,237,37,6,0,0,188,105,62,1,10,151,202,1,2002
North Carolina,Avery,2002,359,232,97,24,6,0,0,164,90,46,0,0,325,34,0,2002
North Carolina,Caldwell,2002,214,114,66,25,9,0,0,185,126,49,0,0,214,0,0,2002
North Carolina,Caswell,2002,260,105,118,23,13,1,0,208,122,56,0,0,181,79,0,2002
North Carolina,Catawba,2002,120,23,95,2,0,0,0,114,85,62,0,0,0,119,1,2002
North Carolina,Davidson,2002,115,24,89,2,0,0,0,121,81,60,0,0,0,110,5,2002
North Carolina,Davie,2002,213,95,74,23,20,1,0,207,150,58,0,0,213,0,0,2002
North Carolina,Franklin,2002,211,103,66,26,15,1,0,207,133,51,0,0,211,0,0,2002
North Carolina,Granville,2002,209,101,66,27,14,1,0,202,133,51,0,0,209,0,0,2002
North Carolina,Haywood,2002,264,82,120,46,16,0,0,185,133,61,0,0,190,73,1,2002
North Carolina,Jackson,2002,216,69,117,26,4,0,0,169,112,58,0,0,133,83,0,2002
North Carolina,Mecklenburg,2002,364,56,255,28,20,5,0,215,129,62,1,5,103,255,0,2002
North Carolina,Rockingham,2002,214,101,66,34,10,3,0,210,129,51,0,0,214,0,0,2002
North Carolina,Rowan,2002,214,80,71,34,23,6,0,214,164,64,0,0,214,0,0,2002
North Carolina,Yancey,2002,203,89,77,31,6,0,0,174,133,58,0,0,203,0,0,2002
Ohio,Butler,2002,365,51,263,30,19,2,0,208,119,64,0,0,110,255,0,2002
Ohio,Cuyahoga,2002,365,61,268,13,22,1,0,202,99,66,0,12,50,297,6,2002
Ohio,Franklin,2002,365,43,265,30,26,1,0,214,129,64,0,0,103,261,1,2002
Ohio,Gallia,2002,49,15,33,1,0,0,0,132,87,55,0,0,0,49,0,2002
Ohio,Hamilton,2002,365,34,283,28,18,2,0,213,122,65,0,5,74,286,0,2002
Ohio,Jefferson,2002,365,74,245,32,14,0,0,185,108,63,15,0,67,283,0,2002
Ohio,Medina,2002,214,134,41,25,14,0,0,179,129,44,0,0,214,0,0,2002
Ohio,Scioto,2002,120,25,91,4,0,0,0,139,83,62,0,0,0,118,2,2002
Oklahoma,Muskogee,2002,365,268,94,3,0,0,0,111,64,31,0,67,0,108,190,2002
Oklahoma,Oklahoma,2002,365,157,179,28,1,0,0,161,93,53,2,44,132,187,0,2002
Oregon,Deschutes,2002,355,262,93,0,0,0,0,92,61,32,27,0,0,322,6,2002
Pennsylvania,Allegheny,2002,365,58,232,42,30,3,0,209,139,67,0,9,76,278,2,2002
Pennsylvania,Franklin,2002,203,85,59,33,24,2,0,203,154,67,0,0,203,0,0,2002
Pennsylvania,Greene,2002,215,117,60,32,5,1,0,203,115,49,9,0,206,0,0,2002
Pennsylvania,Philadelphia,2002,365,70,236,36,17,6,0,213,126,61,0,52,86,227,0,2002
South Carolina,Cherokee,2002,362,248,73,31,9,1,0,202,108,39,0,0,362,0,0,2002
South Carolina,Greenville,2002,365,80,281,4,0,0,0,136,81,59,0,22,0,343,0,2002
South Carolina,Orangeburg,2002,165,93,72,0,0,0,0,88,63,43,0,64,0,101,0,2002
South Dakota,Roberts,2002,304,304,0,0,0,0,0,34,14,5,0,220,0,0,84,2002
Tennessee,Anderson,2002,234,133,51,33,16,1,0,202,136,49,0,0,234,0,0,2002
Tennessee,Jefferson,2002,243,140,49,37,16,1,0,204,147,48,0,0,243,0,0,2002
Tennessee,Knox,2002,365,47,262,39,17,0,0,195,126,64,1,0,96,268,0,2002
Tennessee,Putnam,2002,272,117,113,36,6,0,0,185,119,54,0,0,194,78,0,2002
Tennessee,Sevier,2002,362,178,105,41,37,1,0,202,151,51,0,0,362,0,0,2002
Tennessee,Shelby,2002,365,79,243,35,8,0,0,169,105,59,0,13,90,262,0,2002
Tennessee,Sumner,2002,287,126,125,29,7,0,0,169,108,54,0,0,196,91,0,2002
Tennessee,Williamson,2002,245,148,60,27,10,0,0,177,119,47,0,0,245,0,0,2002
Tennessee,Wilson,2002,239,148,60,25,5,1,0,203,108,46,0,0,239,0,0,2002
Texas,El Paso,2002,365,70,245,34,12,2,2,483,112,64,3,45,130,123,64,2002
Texas,Harris,2002,365,62,246,31,19,7,0,241,133,61,0,17,87,258,3,2002
Utah,Duchesne,2002,15,15,0,0,0,0,0,20,17,11,0,0,0,0,15,2002
Virgin Islands,St Thomas,2002,48,40,8,0,0,0,0,68,55,24,0,0,0,15,33,2002
Virginia,Bristol City,2002,119,23,93,3,0,0,0,114,84,58,0,0,0,119,0,2002
Virginia,Rockbridge,2002,263,135,108,20,0,0,0,143,90,50,0,0,171,92,0,2002
Virginia,Wythe,2002,214,124,64,23,3,0,0,169,108,48,0,0,214,0,0,2002
Washington,Clallam,2002,364,288,75,1,0,0,0,102,66,24,0,0,233,131,0,2002
Washington,King,2002,365,110,244,11,0,0,0,143,84,55,0,5,24,336,0,2002
